Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Air_temperature_K_rolling_mean,Air_temperature_K_rolling_std,Air_temperature_K_rolling_min,Air_temperature_K_rolling_max,Air_temperature_K_change,Process_temperature_K_rolling_mean,Process_temperature_K_rolling_std,Process_temperature_K_rolling_min,Process_temperature_K_rolling_max,Process_temperature_K_change,Rotational_speed_rpm_rolling_mean,Rotational_speed_rpm_rolling_std,Rotational_speed_rpm_rolling_min,Rotational_speed_rpm_rolling_max,Rotational_speed_rpm_change,Torque_Nm_rolling_mean,Torque_Nm_rolling_std,Torque_Nm_rolling_min,Torque_Nm_rolling_max,Torque_Nm_change,temperature_difference,power_consumption,load_signal,ambient_temperature,load_density,humidity,maintenance_due,shift_Morning,shift_Night,ambient_difference,load_stress,load_density_interaction,temperature_humidity_interaction,torque_speed_ratio,maintenance_load_interaction,rpm_std_10,torque_std_10,load_density_mean_10,Type_L,Type_M,Machine_Status_Code
301.2,310.7,1568.0,38.3,301.11,0.1523883926889737,300.9,301.3,0.0,310.66,0.1505545305741426,310.4,310.8,-0.1000000000000227,1574.0,212.3545253684105,1233.0,2021.0,107.0,38.15,13.098367158627958,18.8,64.6,-2.3000000000000043,9.5,6288.882061858095,60054.4,301.2,0.3829999999999999,43.82770961214203,0.0,0.0,1.0,0.0,60054.4,14.668899999999995,13617.269376492528,0.0244260204081476,0.0,212.3545253684105,13.098367158627958,0.3814999999999999,1.0,0.0,0
301.5,311.1,1469.0,49.5,301.47,0.0483045891910253,301.4,301.5,0.0,311.07000000000005,0.0483045892590254,311.0,311.1,0.0,1640.0,253.22453804215945,1402.0,2076.0,-586.0,34.58,11.617496383568414,16.8,49.5,32.7,9.600000000000025,7614.749353403619,72715.5,301.5,0.495,36.754380560815,0.0,1.0,0.0,0.0,72715.5,24.5025,11434.287792469548,0.0336963921034488,0.0,253.22453804215945,11.617496383568414,0.3458,1.0,0.0,0
298.7,308.5,1353.0,47.0,298.59000000000003,0.0567646213048436,298.5,298.7,0.0999999999999659,308.29,0.0994428926860776,308.2,308.5,0.1000000000000227,1453.4,123.2190461468234,1334.0,1705.0,-206.0,44.64,11.718096166945154,26.3,68.2,10.4,9.800000000000011,6659.233947814284,63591.0,298.7,0.47,58.37701311334346,0.0,0.0,0.0,0.0,63591.0,22.09,18009.308545466458,0.034737620103448,0.0,123.2190461468234,11.718096166945154,0.4463999999999999,1.0,0.0,1
300.0,309.4,1308.0,50.2,300.01,0.0875595035779834,299.9,300.1,-0.1000000000000227,309.45,0.0849836585789171,309.4,309.6,0.0,1496.1,148.31531725797112,1308.0,1858.0,-156.0,41.4,7.824037036949403,22.5,50.2,8.5,9.399999999999975,6876.066672765052,65661.6,300.0,0.502,73.1159380846988,0.0,0.0,0.0,0.0,65661.6,25.2004,22622.071243405808,0.038379204892937,0.0,148.31531725797112,7.824037036949403,0.414,1.0,0.0,0
301.3,311.0,1418.0,41.9,301.29,0.0567646212536791,301.2,301.4,0.0,311.02000000000004,0.0421637022545451,311.0,311.1,0.0,1571.9,149.27189956585477,1402.0,1856.0,-121.0,35.760000000000005,7.01002456803448,21.9,47.5,5.0,9.699999999999989,6221.84047463049,59414.2,301.3,0.419,44.61458616155399,0.0,0.0,0.0,0.0,59414.2,17.556099999999997,13875.13629624329,0.0295486600846053,0.0,149.27189956585477,7.01002456803448,0.3576,1.0,0.0,1
302.2,311.1,1470.0,39.6,302.28000000000003,0.0632455532057144,302.2,302.4,0.0,311.2,0.0666666667189807,311.1,311.3,-0.0999999999999659,1470.9,133.7106743848185,1312.0,1786.0,123.0,43.23,9.80691932599972,24.3,61.5,-10.199999999999996,8.900000000000034,6095.946385025634,58212.0,302.2,0.396,74.45369914408468,0.0,0.0,0.0,0.0,58212.0,15.6816,23162.545803724744,0.0269387755101857,0.0,133.7106743848185,9.80691932599972,0.4323,1.0,0.0,0
302.2,311.7,1584.0,36.2,302.22,0.0632455532240068,302.1,302.3,-0.1000000000000227,311.65000000000003,0.1080123450256545,311.5,311.8,-0.1000000000000227,1487.6,115.74896207837676,1281.0,1701.0,303.0,40.88,7.352218108238567,26.2,51.7,-15.5,9.5,6004.714534365387,57340.8,302.2,0.362,80.7407574595614,0.0,0.0,0.0,0.0,57340.8,13.1044,25166.894100145284,0.0228535353535209,0.0,115.74896207837676,7.352218108238567,0.4088,0.0,1.0,0
296.8,307.8,1694.0,33.0,296.91,0.0875595035772419,296.8,297.0,0.0,307.99,0.1197218999798867,307.8,308.1,0.0,1584.8,354.8783203046111,1318.0,2540.0,143.0,41.46,12.901179963260867,13.3,56.5,-5.899999999999999,11.0,5854.04375069922,55902.0,296.8,0.33,76.82968895654756,0.0,0.0,0.0,0.0,55902.0,10.89,23648.17826082533,0.0194805194805079,0.0,354.8783203046111,12.901179963260867,0.4145999999999999,0.0,1.0,1
299.7,309.6,1477.0,42.7,299.57,0.0823272602374546,299.5,299.7,0.0,309.41,0.1197218999764192,309.3,309.6,0.0,1541.0,195.4186389381626,1333.0,1902.0,118.0,40.96,12.196374689044095,24.0,61.0,-8.0,9.900000000000034,6604.455043911191,63067.9,299.7,0.427,63.935032384612114,0.0,0.0,1.0,0.0,63067.9,18.2329,19794.28602627592,0.0289099526066155,0.0,195.4186389381626,12.196374689044095,0.4096,0.0,1.0,1
303.9,312.8,1419.0,47.9,303.87,0.0674948557943574,303.8,304.0,0.0,312.92,0.0632455533203592,312.8,313.0,-0.0999999999999659,1486.7,106.7645904678917,1367.0,1701.0,-107.0,42.81,7.564750124389057,30.4,53.5,5.399999999999999,8.900000000000034,7117.812227458787,67970.09999999999,303.9,0.479,56.91904485704657,0.0,1.0,0.0,0.0,67970.09999999999,22.9441,17804.27723128417,0.033756166314282,0.0,106.7645904678917,7.564750124389057,0.4281,1.0,0.0,1
299.7,309.2,1781.0,29.6,299.69,0.031622776604138,299.6,299.7,0.0,309.16,0.0516397779710248,309.1,309.2,0.0,1626.0,141.68744945595046,1417.0,1851.0,303.0,33.95,7.497740400354746,24.7,50.1,-9.199999999999996,9.5,5520.5741624961765,52717.600000000006,299.7,0.296,53.66577031829705,0.0,0.0,0.0,0.0,52717.600000000006,8.7616,16593.456182417445,0.0166198764738817,0.0,141.68744945595046,7.497740400354746,0.3394999999999999,1.0,0.0,2
296.7,307.8,1400.0,47.5,296.77000000000004,0.0823272602357294,296.7,296.9,0.0,307.93,0.1418136492410988,307.8,308.1,0.0,1498.5,99.40182202667178,1286.0,1646.0,114.0,42.21,7.787375823871714,33.7,60.5,-13.0,11.100000000000025,6963.863715457374,66500.0,296.7,0.475,46.343525816574704,0.0,0.0,0.0,0.0,66500.0,22.5625,14264.537246341695,0.0339285714285471,0.0,99.40182202667178,7.787375823871714,0.4221,1.0,0.0,0
298.4,308.0,1380.0,47.6,298.35,0.0707106781189824,298.3,298.5,-0.1000000000000227,307.86,0.1429840705981189,307.7,308.1,-0.1000000000000227,1532.3,167.8306355294594,1330.0,1906.0,-121.0,40.39,10.065833298838214,22.1,55.4,8.399999999999999,9.600000000000025,6878.831274300212,65688.0,298.4,0.476,70.42895625324996,0.0,0.0,1.0,0.0,65688.0,22.6576,21692.118526000988,0.0344927536231634,0.0,167.8306355294594,10.065833298838214,0.4039,1.0,0.0,0
300.8,312.4,1811.0,25.1,300.8,0.047140452115725,300.7,300.9,0.0,312.44,0.10749677002872,312.3,312.6,0.0999999999999659,1488.5,175.94648807710274,1364.0,1825.0,376.0,43.95,10.711079414429667,23.8,53.6,-19.7,11.599999999999966,4760.151660694767,45456.100000000006,300.8,0.251,58.73240788909025,0.0,1.0,0.0,0.0,45456.100000000006,6.3001000000000005,18348.00422455179,0.0138597459966792,0.0,175.94648807710274,10.711079414429667,0.4394999999999999,0.0,1.0,1
303.8,312.5,1368.0,52.6,303.62,0.1032795559119746,303.5,303.8,0.1000000000000227,312.2,0.1763834207712791,312.0,312.5,0.1999999999999886,1535.7,192.2533340268593,1368.0,1827.0,-16.0,39.8,12.10894985812837,23.3,54.6,6.700000000000003,8.699999999999989,7535.298475194334,71956.8,303.8,0.526,78.97816188063906,0.0,0.0,0.0,0.0,71956.8,27.6676,24680.67558769971,0.0384502923976327,0.0,192.2533340268593,12.10894985812837,0.398,1.0,0.0,0
300.8,311.8,1323.0,61.1,300.86,0.0699205899020537,300.8,301.0,-0.0999999999999659,312.0,0.0942809042162769,311.8,312.1,-0.1999999999999886,1550.1,264.44426003728177,1274.0,2129.0,-806.0,41.620000000000005,15.794499745867888,17.8,67.3,43.3,11.0,8465.052821024232,80835.3,300.8,0.611,68.18475694561914,0.0,0.0,1.0,0.0,80835.3,37.3321,21260.00721564405,0.0461829176114541,0.0,264.44426003728177,15.794499745867888,0.4161999999999999,1.0,0.0,1
300.8,311.2,1429.0,52.3,300.75,0.0527046277144141,300.7,300.8,0.0,311.27,0.067494855856686,311.2,311.4,-0.1000000000000227,1541.3,152.03731267173595,1374.0,1852.0,-33.0,41.45,10.54000316255481,22.2,53.1,10.9,10.399999999999975,7826.408922451476,74736.7,300.8,0.523,83.91118342906873,0.0,0.0,1.0,0.0,74736.7,27.3529,26113.160283126188,0.0365990202938862,0.0,152.03731267173595,10.54000316255481,0.4145,0.0,1.0,0
298.0,307.6,1459.0,44.4,298.02,0.0421637021401425,298.0,298.1,0.0,307.65,0.052704627669459,307.6,307.7,-0.0999999999999659,1441.8,83.93224780870378,1301.0,1633.0,-28.0,45.1,6.856464913576908,30.7,58.5,3.1000000000000014,9.600000000000025,6783.703848749512,64779.6,298.0,0.444,40.35783484634617,0.0,0.0,0.0,0.0,64779.6,19.7136,12414.069998736084,0.0304318026045027,0.0,83.93224780870378,6.856464913576908,0.4509999999999999,0.0,1.0,1
300.5,309.3,1578.0,30.5,300.68,0.1229272594319232,300.5,300.8,0.0,309.55,0.1433720877961803,309.3,309.7,-0.0999999999999659,1554.3,139.77605104038264,1390.0,1877.0,-299.0,37.83,8.63610637575372,23.8,49.6,6.699999999999999,8.800000000000011,5040.0570941541055,48129.0,300.5,0.305,66.16287548365656,0.0,0.0,0.0,0.0,48129.0,9.3025,20464.177387094976,0.0193282636248293,0.0,139.77605104038264,8.63610637575372,0.3782999999999999,0.0,1.0,0
297.3,308.4,1459.0,39.4,297.41,0.0567646213433598,297.3,297.5,-0.0999999999999659,308.49,0.0316227767994057,308.4,308.5,-0.1000000000000227,1482.3,147.53082540419794,1306.0,1782.0,-38.0,42.02,9.093196479908544,25.9,53.2,3.0,11.099999999999966,6019.773235151593,57484.6,297.3,0.3939999999999999,64.03624330714028,0.0,0.0,0.0,0.0,57484.6,15.523599999999997,19748.77743592206,0.0270047978066984,0.0,147.53082540419794,9.093196479908544,0.4202,1.0,0.0,0
298.7,308.5,1360.0,52.9,298.7,0.0,298.7,298.7,0.0,308.49,0.0567646212216052,308.4,308.6,0.0,1492.6,122.05481464398416,1360.0,1722.0,-109.0,41.0,10.031616685925217,24.7,54.2,13.0,9.800000000000011,7533.958062328803,71944.0,298.7,0.529,72.45577895129352,0.0,0.0,0.0,0.0,71944.0,27.9841,22352.60780647405,0.0388970588235008,0.0,122.05481464398416,10.031616685925217,0.41,0.0,1.0,0
304.0,313.0,1377.0,56.0,304.16,0.096609178327431,304.0,304.3,-0.1000000000000227,313.23,0.133749351044281,313.0,313.4,-0.1000000000000227,1529.9,199.2990215731089,1327.0,1969.0,-592.0,43.33,12.225569743597038,20.8,56.0,35.2,9.0,8075.149756787205,77112.0,304.0,0.56,40.00716438691756,0.0,0.0,0.0,0.0,77112.0,31.360000000000003,12522.242453105197,0.0406681190994621,0.0,199.2990215731089,12.225569743597038,0.4333,0.0,1.0,0
300.0,309.6,1364.0,45.9,299.91,0.0875595035779136,299.8,300.0,0.0,309.4,0.1490711985102657,309.2,309.6,0.0,1538.7,218.5975754668821,1299.0,1925.0,-113.0,42.67,13.643398892260448,21.9,65.1,7.799999999999997,9.600000000000025,6556.25254062961,62607.6,300.0,0.4589999999999999,70.88516808546684,0.0,1.0,0.0,0.0,62607.6,21.0681,21946.04803926053,0.0336510263929372,0.0,218.5975754668821,13.643398892260448,0.4266999999999999,1.0,0.0,0
301.0,310.5,1408.0,47.0,300.83000000000004,0.0823272602612187,300.7,301.0,0.1000000000000227,310.27,0.1337493510188912,310.1,310.5,0.1000000000000227,1502.0,73.65384503803966,1405.0,1615.0,-207.0,41.970000000000006,8.7194609925155,30.9,61.2,16.1,9.5,6929.934514798604,66176.0,301.0,0.47,37.58208986113783,0.0,0.0,0.0,0.0,66176.0,22.09,11669.238901883296,0.0333806818181581,0.0,73.65384503803966,8.7194609925155,0.4196999999999999,1.0,0.0,1
297.9,308.5,1449.0,40.8,297.81,0.0567646212189396,297.7,297.9,0.0,308.42,0.0421637021400806,308.4,308.5,0.0,1592.6,236.14364743143585,1305.0,2129.0,144.0,36.24,9.2347411682431,19.2,47.2,-6.400000000000006,10.600000000000025,6190.94814687019,59119.2,297.9,0.408,50.47407895974335,0.0,1.0,0.0,0.0,59119.2,16.646399999999996,15571.253359080823,0.0281573498964608,0.0,236.14364743143585,9.2347411682431,0.3623999999999999,0.0,1.0,1
300.6,309.7,1470.0,43.8,300.5,0.0816496580943197,300.4,300.6,0.0,309.61,0.1100504934780681,309.5,309.8,0.0,1573.8,214.5759642747608,1366.0,1934.0,-464.0,38.94,12.587489379891824,21.9,55.6,21.0,9.099999999999966,6742.486153134413,64385.99999999999,300.6,0.4379999999999999,37.1180965976391,0.0,1.0,0.0,0.0,64385.99999999999,19.1844,11495.47451628883,0.0297959183673266,0.0,214.5759642747608,12.587489379891824,0.3894,0.0,0.0,0
298.1,309.0,1661.0,38.2,298.33000000000004,0.1337493510237051,298.1,298.5,-0.0999999999999659,309.25,0.1433720878258844,309.0,309.4,-0.1000000000000227,1637.6,176.34385601872802,1456.0,2011.0,194.0,35.2,9.554987063192824,21.0,49.0,-6.299999999999997,10.899999999999975,6644.489406293437,63450.2,298.1,0.382,59.51014271028141,0.0,0.0,0.0,0.0,63450.2,14.5924,18388.63409747696,0.0229981938591071,0.0,176.34385601872802,9.554987063192824,0.352,0.0,1.0,1
302.1,311.3,1511.0,45.0,302.05,0.0707106781213852,301.9,302.1,0.0,311.24,0.0966091783445878,311.1,311.4,0.0,1544.7,165.27959476125037,1380.0,1889.0,-10.0,39.27,10.852961705349276,22.7,51.6,13.5,9.199999999999989,7120.4197493612655,67995.0,302.1,0.45,66.57367835663752,0.0,1.0,0.0,0.0,67995.0,20.25,20724.38607242126,0.0297816015883323,0.0,165.27959476125037,10.852961705349276,0.3926999999999999,0.0,1.0,1
302.3,311.7,1400.0,41.6,302.34000000000003,0.0516397779735492,302.3,302.4,-0.0999999999999659,311.75,0.0527046277794732,311.7,311.8,-0.1000000000000227,1537.8,161.5857529473266,1363.0,1879.0,-33.0,37.57,9.001117214607978,23.0,54.0,-0.6000000000000014,9.399999999999975,6098.878538168985,58240.0,302.3,0.416,37.42667253648345,0.0,0.0,1.0,0.0,58240.0,17.3056,11665.893829621891,0.0297142857142644,0.0,161.5857529473266,9.001117214607978,0.3757,1.0,0.0,0
302.3,311.0,1442.0,43.7,302.4,0.1247219128933142,302.2,302.6,0.1000000000000227,311.13,0.1251665557306438,311.0,311.4,0.0,1524.4,105.60534498256963,1393.0,1738.0,-21.0,38.79,7.069252671487511,25.8,47.5,-3.0999999999999943,8.699999999999989,6598.957256767409,63015.4,302.3,0.437,44.63771609435198,0.0,1.0,0.0,0.0,63015.4,19.0969,13882.329705343464,0.0303051317614214,0.0,105.60534498256963,7.069252671487511,0.3878999999999999,1.0,0.0,1
300.1,309.7,1485.0,45.9,300.04,0.0516397780052808,300.0,300.1,0.1000000000000227,309.58000000000004,0.0632455532648172,309.5,309.7,0.0999999999999659,1585.0,155.34477783304573,1321.0,1879.0,-29.0,36.21999999999999,8.178399734802909,22.4,46.9,1.2999999999999972,9.599999999999966,7137.85558858869,68161.5,300.1,0.4589999999999999,82.447006564213,0.0,0.0,1.0,0.0,68161.5,21.0681,25533.837932936764,0.03090909090907,0.0,155.34477783304573,8.178399734802909,0.3621999999999999,1.0,0.0,0
297.3,308.1,1763.0,28.4,297.34000000000003,0.0516397780875532,297.3,297.4,-0.0999999999999659,308.25,0.0849836586319058,308.1,308.4,-0.0999999999999659,1599.4,267.0826755062069,1284.0,2188.0,344.0,37.67,12.602914125092136,17.0,60.3,-21.6,10.800000000000011,5243.234363037269,50069.2,297.3,0.284,41.48252002455643,0.0,0.0,1.0,0.0,50069.2,8.065599999999998,12780.764419565836,0.0161089052750901,0.0,267.0826755062069,12.602914125092136,0.3766999999999999,1.0,0.0,1
297.0,308.3,1399.0,59.0,296.92,0.0918936583473688,296.8,297.0,0.0,308.07,0.1888562063271253,307.8,308.3,0.0,1535.7,133.74025405821396,1357.0,1709.0,0.0,39.21,9.403480443136122,28.4,59.0,12.6,11.300000000000011,8643.673307331837,82541.0,297.0,0.59,73.24239466099917,1.0,0.0,0.0,0.0,82541.0,34.809999999999995,22580.630273986044,0.0421729807004702,0.59,133.74025405821396,9.403480443136122,0.3921,1.0,0.0,0
298.0,307.9,1417.0,51.0,297.95,0.0707106781199083,297.8,298.0,0.0,307.83000000000004,0.0823272602366896,307.7,308.0,0.0,1531.6,111.31157472009237,1373.0,1761.0,-65.0,39.260000000000005,6.976500236906452,28.9,51.0,13.200000000000005,9.899999999999975,7567.782543232452,72267.0,298.0,0.51,52.95967011945908,0.0,1.0,0.0,0.0,72267.0,26.01,16306.282429781451,0.03599153140435,0.0,111.31157472009237,6.976500236906452,0.3925999999999999,0.0,1.0,0
300.4,311.8,1433.0,42.2,300.3,0.0666666667020857,300.2,300.4,0.0999999999999659,311.71,0.0737864788096787,311.6,311.8,0.0,1447.1,99.99494431664336,1317.0,1592.0,-159.0,42.6,7.706995379379413,32.1,56.5,10.1,11.400000000000034,6332.675863449138,60472.600000000006,300.4,0.422,62.57653264661414,0.0,0.0,0.0,0.0,60472.600000000006,17.8084,19511.362879214288,0.0294487090020729,0.0,99.99494431664336,7.706995379379413,0.426,1.0,0.0,0
301.4,311.0,1701.0,28.4,301.48,0.0421637021778617,301.4,301.5,0.0,311.06000000000006,0.0516397780475393,311.0,311.1,0.0,1577.9,194.19145764482204,1396.0,2055.0,168.0,39.36,10.533037970542496,16.8,52.1,-17.4,9.600000000000025,5058.843818222571,48308.4,301.4,0.284,46.16857189136845,0.0,0.0,0.0,0.0,48308.4,8.065599999999998,14358.425858215587,0.0166960611404957,0.0,194.19145764482204,10.533037970542496,0.3936,1.0,0.0,1
302.3,311.7,1453.0,41.2,302.32,0.0788810637905338,302.2,302.4,0.1000000000000227,311.74,0.0699205899607211,311.6,311.8,0.0999999999999659,1487.1,170.7066684891541,1255.0,1879.0,96.0,40.42,9.484701131588468,23.0,59.0,-3.0,9.399999999999975,6268.901532581265,59863.600000000006,302.3,0.412,67.18168940598103,0.0,1.0,0.0,0.0,59863.600000000006,16.9744,20940.532587844285,0.0283551273227609,0.0,170.7066684891541,9.484701131588468,0.4042,1.0,0.0,0
301.4,310.7,1436.0,54.1,301.29,0.0737864787627087,301.2,301.4,0.0,310.61,0.0875595036344668,310.5,310.7,0.0,1486.8,90.13668632815867,1352.0,1656.0,-51.0,43.120000000000005,8.473855216028909,26.2,54.1,9.5,9.300000000000011,8135.42644783408,77687.6,301.4,0.541,75.68741477837739,0.0,0.0,0.0,0.0,77687.6,29.268100000000004,23516.079771641853,0.0376740947074946,0.0,90.13668632815867,8.473855216028909,0.4312,1.0,0.0,0
297.8,308.3,1498.0,47.3,297.61,0.1197219000314757,297.4,297.8,0.1000000000000227,308.1,0.1414213562834257,307.9,308.3,0.1000000000000227,1508.1,219.4019396247679,1258.0,2071.0,-2.0,43.43,10.892204143841123,18.5,57.4,7.399999999999999,10.5,7419.960136905541,70855.4,297.8,0.473,74.29358127965529,0.0,1.0,0.0,0.0,70855.4,22.3729,22904.711108517724,0.0315754339118614,0.0,219.4019396247679,10.892204143841123,0.4343,1.0,0.0,1
300.6,311.9,1472.0,44.2,300.61,0.1100504934793889,300.5,300.8,-0.0999999999999659,311.76,0.1349897115819912,311.6,311.9,0.0,1540.1,163.8335537468811,1329.0,1761.0,143.0,40.59,11.190616108547728,26.9,59.2,-15.0,11.299999999999956,6813.318595497351,65062.4,300.6,0.442,59.00867209297948,0.0,0.0,0.0,0.0,65062.4,19.5364,18404.8048258003,0.030027173913023,0.0,163.8335537468811,11.190616108547728,0.4059,1.0,0.0,0
304.2,313.4,1735.0,28.9,304.15,0.0707106781449115,304.1,304.3,0.0999999999999659,313.33000000000004,0.0823272603333977,313.2,313.5,0.0999999999999659,1681.9,264.0742530257522,1415.0,2245.0,-148.0,34.02,11.22792154506898,15.1,50.0,4.399999999999999,9.199999999999989,5250.80560133242,50141.5,304.2,0.289,36.37425974146855,0.0,0.0,0.0,0.0,50141.5,8.352099999999998,11399.693002976242,0.0166570605187223,0.0,264.0742530257522,11.22792154506898,0.3402,1.0,0.0,1
299.2,308.5,1487.0,41.2,299.14,0.0516397779495013,299.1,299.2,0.0,308.37,0.1251665557030882,308.2,308.5,0.0,1558.9,114.9168298282599,1474.0,1867.0,-380.0,36.23,5.532941753212735,27.0,47.2,14.200000000000005,9.300000000000011,6415.592965552885,61264.4,299.2,0.412,69.13719198135206,0.0,1.0,0.0,0.0,61264.4,16.9744,21328.823726247112,0.0277067921990398,0.0,114.9168298282599,5.532941753212735,0.3623,1.0,0.0,0
297.6,308.6,1351.0,51.0,297.44,0.1173787791362607,297.3,297.6,0.0,308.42,0.1751190071908202,308.2,308.6,0.0,1542.0,151.3553581623172,1351.0,1854.0,-38.0,39.25,8.908953049850801,21.8,51.0,2.0,11.0,7215.295847499677,68901.0,297.6,0.51,54.185767475016334,0.0,0.0,0.0,0.0,68901.0,26.01,16721.727842790042,0.0377498149518595,0.0,151.3553581623172,8.908953049850801,0.3924999999999999,1.0,0.0,0
