UDI,ambient_temperature,load_density,humidity,vibration_level,power_consumption,maintenance_due,shift_Morning,shift_Night
240,298.0,0.306,48.72861577755108,1.611,492.96600000000007,0,True,False
241,298.0,0.516,62.30494040016454,1.339,690.9240000000001,0,False,True
242,298.0,0.243,45.70035565869371,1.777,431.811,0,False,True
243,298.0,0.588,58.77632608130967,1.348,792.6239999999999,1,False,True
244,298.0,0.441,50.90876047543516,1.442,635.922,0,True,False
245,298.0,0.491,48.33517153186071,1.395,684.945,0,True,False
246,297.9,0.314,83.34925090140187,1.627,510.87799999999993,0,False,True
247,297.9,0.335,43.00370527433653,1.585,530.975,0,False,False
248,298.0,0.455,74.36629187286977,1.469,668.395,0,False,True
249,298.0,0.568,84.20824797416074,1.362,773.6159999999999,0,False,True
250,298.0,0.562,35.995074187003894,1.405,789.61,0,False,True
251,298.0,0.327,69.95137070210475,1.662,543.474,0,True,False
252,298.0,0.426,47.64559027781436,1.466,624.516,0,True,False
253,298.0,0.358,37.024391216415225,1.62,579.9599999999999,0,False,True
254,298.0,0.48200000000000004,55.144478947831544,1.357,654.0740000000001,0,True,False
255,298.0,0.379,81.76089050854375,1.514,573.806,0,True,False
256,298.0,0.40399999999999997,35.58825471834989,1.489,601.556,0,False,False
257,298.1,0.63,64.39428459648909,1.331,838.53,0,False,True
258,298.0,0.295,60.069823929766216,1.615,476.425,1,False,False
259,298.1,0.379,78.66920821855237,1.482,561.678,0,False,False
260,298.1,0.639,39.20008572603128,1.42,907.38,0,True,False
261,298.2,0.491,69.07630149433251,1.522,747.302,0,False,False
262,298.1,0.321,69.00548492166386,1.654,530.934,1,False,True
263,298.1,0.268,68.45400084311416,1.736,465.24800000000005,0,True,False
264,298.0,0.32299999999999995,82.11672474675186,1.587,512.601,1,False,False
265,298.1,0.475,76.15437645034402,1.39,660.25,0,False,True
266,298.0,0.371,37.0986363121753,1.454,539.434,0,False,False
267,298.0,0.43700000000000006,58.55414253522566,1.44,629.2800000000001,0,False,False
268,297.9,0.21100000000000002,54.897652810066674,1.954,412.29400000000004,0,False,False
269,297.9,0.248,50.507361054540105,1.8,446.4,0,True,False
270,298.0,0.37,57.566836257704864,1.524,563.88,0,True,False
271,298.0,0.396,54.20970924629887,1.52,601.92,0,False,True
272,298.1,0.408,56.616694993933265,1.452,592.4159999999999,0,False,True
273,298.1,0.40399999999999997,83.96309328043213,1.484,599.536,0,False,True
274,298.1,0.46,39.43164873747904,1.426,655.96,1,False,True
275,298.1,0.285,81.11154349193649,1.652,470.82,0,False,False
276,298.0,0.547,59.01183567355133,1.401,766.347,0,False,False
277,298.0,0.266,66.18711227497705,1.75,465.5,0,False,True
278,298.0,0.507,76.5091483308847,1.479,749.8530000000001,0,False,False
279,298.0,0.294,53.023151457462774,1.62,476.28,0,False,False
280,298.0,0.23399999999999999,56.521095404398345,1.819,425.64599999999996,0,False,True
281,298.1,0.43700000000000006,55.475924013935696,1.456,636.272,0,False,True
282,298.1,0.365,53.736551126787994,1.626,593.49,1,True,False
283,298.1,0.498,81.27646608234474,1.39,692.22,0,True,False
284,298.2,0.43,76.4464945596506,1.469,631.67,0,True,False
285,298.2,0.192,40.44999949314881,2.051,393.792,0,False,False
286,298.2,0.36,40.4061676238548,1.568,564.48,1,True,False
287,298.2,0.332,56.39347574264956,1.589,527.548,1,False,False
288,298.2,0.316,39.93286883664045,1.805,570.38,0,False,False
289,298.2,0.42200000000000004,65.95465476355598,1.385,584.47,0,True,False
290,298.1,0.467,42.184580363086695,1.436,670.612,0,False,False
291,298.1,0.456,61.11866319834005,1.438,655.7280000000001,0,True,False
292,298.0,0.426,35.36099735018589,1.473,627.498,0,True,False
293,298.1,0.402,50.82981742063234,1.335,536.6700000000001,0,False,True
294,298.1,0.44799999999999995,68.85953618363277,1.392,623.616,1,True,False
295,298.1,0.511,59.20194701139242,1.372,701.092,0,True,False
296,298.1,0.307,83.9134742999494,1.716,526.812,0,False,False
297,298.0,0.462,78.70518980331053,1.395,644.4900000000001,0,False,True
298,298.0,0.253,52.95353895215756,1.713,433.389,0,True,False
299,297.9,0.187,37.27432707361373,2.129,398.12299999999993,1,False,False
300,297.8,0.35600000000000004,77.28131500575094,1.567,557.8520000000001,0,True,False
301,297.8,0.38299999999999995,80.56171551573357,1.622,621.226,0,True,False
302,297.7,0.271,76.03136967095185,1.74,471.54,0,False,False
303,297.8,0.35100000000000003,41.397497045988246,1.512,530.712,0,False,False
304,297.8,0.435,84.89575672061439,1.479,643.365,0,False,False
305,297.8,0.275,47.92921107763869,1.737,477.675,0,False,False
306,297.8,0.192,71.2102456404185,2.129,408.768,0,False,True
307,297.8,0.47100000000000003,80.40174381678608,1.374,647.154,0,False,False
308,297.8,0.366,46.78435571653547,1.579,577.914,0,True,False
309,297.9,0.47200000000000003,80.41292773385331,1.305,615.96,0,False,True
310,297.9,0.408,50.47407895974335,1.449,591.192,0,True,False
311,298.0,0.418,83.82066111920281,1.526,637.8679999999999,0,False,False
312,298.0,0.441,49.06300101902373,1.453,640.773,0,True,False
313,297.9,0.36,82.67179123789177,1.468,528.48,0,True,False
314,298.0,0.508,37.677232544633746,1.313,667.0039999999999,1,False,True
315,297.9,0.53,70.46360058349066,1.3,689.0,0,False,True
316,297.9,0.406,61.60555669185018,1.646,668.2760000000001,0,False,False
317,297.8,0.332,58.89385385613653,1.714,569.048,0,False,False
318,297.8,0.284,46.174715712792,1.685,478.54,0,True,False
319,297.8,0.39899999999999997,70.2797894888246,1.512,603.288,0,True,False
320,297.8,0.321,44.540474572315354,1.612,517.452,1,True,False
321,297.8,0.382,62.64208979923841,1.55,592.1,0,False,False
322,297.8,0.325,47.662268152012544,1.518,493.35,0,False,False
323,297.8,0.4,82.7810689890678,1.448,579.2,0,False,False
324,297.8,0.46299999999999997,36.43155969178264,1.561,722.7429999999999,1,True,False
325,297.8,0.419,44.98641400556183,1.488,623.472,0,False,True
326,297.8,0.278,47.11553031937238,1.699,472.32200000000006,0,False,False
327,297.7,0.414,55.70339128839082,1.501,621.414,0,False,False
328,297.7,0.5670000000000001,46.636512093502674,1.373,778.4910000000001,0,False,False
329,297.6,0.314,59.56745451343926,1.703,534.742,0,False,False
330,297.7,0.299,78.62327616292694,1.72,514.28,0,True,False
331,297.6,0.419,70.60317107045853,1.398,585.762,0,True,False
332,297.6,0.519,63.998099026755554,1.391,721.929,0,False,True
333,297.6,0.402,39.45015889913398,1.538,618.2760000000001,0,True,False
334,297.5,0.313,69.69960541946378,1.647,515.511,0,True,False
335,297.5,0.44799999999999995,43.32071421554699,1.469,658.112,0,True,False
336,297.4,0.259,74.31836929808489,1.749,452.991,0,True,False
337,297.6,0.205,47.50283792550766,1.995,408.975,0,False,True
338,297.6,0.27699999999999997,55.852436416045045,1.742,482.534,0,False,False
339,297.5,0.382,52.5235101158964,1.563,597.066,0,False,False
340,297.5,0.322,77.94069573374284,1.713,551.586,1,True,False
341,297.4,0.39399999999999996,41.327222935670406,1.474,580.756,1,False,False
342,297.4,0.326,63.28224411923943,1.53,498.78,0,False,False
343,297.4,0.465,42.10308047215311,1.471,684.015,0,True,False
344,297.5,0.486,70.23979180660933,1.388,674.568,0,False,False
345,297.5,0.138,80.25390638972405,2.448,337.824,1,True,False
346,297.5,0.32899999999999996,56.73038269336267,1.585,521.465,0,False,False
347,297.5,0.452,59.40461301324879,1.459,659.4680000000001,0,False,False
348,297.5,0.408,81.3711418241381,1.544,629.952,0,True,False
349,297.6,0.317,61.049569432467855,1.617,512.589,1,True,False
350,297.6,0.34299999999999997,59.379921902478046,1.595,547.0849999999999,0,False,False
351,297.6,0.44299999999999995,63.91645513521521,1.4,620.1999999999999,0,False,False
352,297.6,0.31,69.46148681814759,1.611,499.41,0,False,True
353,297.6,0.46,40.34416875435157,1.507,693.22,0,False,False
354,297.5,0.3,76.0555263870758,1.674,502.2,0,True,False
355,297.6,0.34299999999999997,56.775251372662964,1.658,568.694,1,True,False
356,297.6,0.369,38.617425494874276,1.623,598.887,1,False,False
357,297.6,0.489,74.30913345991065,1.398,683.622,0,True,False
358,297.6,0.342,53.847498584313605,1.517,518.814,0,False,False
359,297.6,0.36700000000000005,40.0183747547527,1.467,538.389,0,False,True
360,297.6,0.34600000000000003,66.68895197716253,1.567,542.182,0,False,False
361,297.5,0.382,79.00656767168209,1.521,581.022,1,True,False
362,297.5,0.368,79.38767547069932,1.596,587.328,0,False,False
363,297.6,0.309,82.88317374044865,1.64,506.76,0,False,False
364,297.6,0.478,78.3852729883344,1.438,687.3639999999999,1,False,False
365,297.6,0.552,35.10704596727376,1.407,776.6640000000001,0,False,True
366,297.6,0.575,54.01205832066951,1.353,777.975,0,True,False
367,297.6,0.409,75.92712899527515,1.552,634.7679999999999,1,False,True
368,297.6,0.38299999999999995,53.31265029992371,1.569,600.927,0,False,True
369,297.5,0.395,65.0774253189853,1.489,588.155,0,True,False
370,297.5,0.361,65.3158473687266,1.587,572.907,0,True,False
371,297.5,0.37200000000000005,53.25126520194115,1.622,603.384,0,True,False
372,297.5,0.381,80.22369636406438,1.604,611.124,0,True,False
373,297.4,0.517,60.16141726930588,1.405,726.385,0,True,False
374,297.4,0.42,58.239210296875044,1.412,593.04,0,False,False
375,297.4,0.43,84.87568728309479,1.431,615.33,0,True,False
376,297.4,0.374,59.675018203630835,1.533,573.342,0,True,False
377,297.4,0.519,43.91991259642905,1.401,727.1189999999999,0,False,True
378,297.4,0.539,60.6534711431719,1.424,767.536,1,True,False
379,297.3,0.294,75.70083677599649,1.754,515.6759999999999,0,False,True
380,297.3,0.268,73.84301634491408,1.754,470.07200000000006,0,True,False
381,297.5,0.128,74.42908825542355,2.564,328.19200000000006,0,True,False
382,297.5,0.40399999999999997,70.40118919989558,1.546,624.584,0,False,False
383,297.5,0.48,47.71089145333441,1.335,640.8,0,False,False
384,297.5,0.27,78.10420429201157,1.842,497.34,0,False,True
385,297.5,0.268,79.67217326881325,1.712,458.816,0,False,False
386,297.6,0.45399999999999996,44.707634830927454,1.414,641.956,0,False,True
387,297.6,0.509,41.522781827569695,1.319,671.3709999999999,1,True,False
388,297.7,0.604,83.78024842945561,1.249,754.396,0,True,False
389,297.6,0.48200000000000004,78.4161981825184,1.455,701.31,1,False,True
390,297.6,0.5479999999999999,79.66180736049733,1.408,771.584,0,False,True
391,297.6,0.467,79.31881923121975,1.46,681.82,0,False,True
392,297.6,0.381,62.084341201686414,1.491,568.071,0,False,False
393,297.6,0.434,67.32008683328999,1.49,646.66,0,True,False
394,297.5,0.522,62.26814260668208,1.35,704.7,1,False,True
395,297.5,0.39899999999999997,37.560317459516455,1.528,609.672,0,True,False
396,297.4,0.377,72.27515426763864,1.571,592.267,0,False,True
397,297.4,0.426,60.26660166679402,1.49,634.74,0,False,True
398,297.4,0.289,67.38545373951149,1.774,512.686,0,False,False
399,297.4,0.436,60.13199024877676,1.502,654.8720000000001,0,False,True
400,297.4,0.49700000000000005,59.5905661161228,1.392,691.8240000000001,0,False,True
401,297.4,0.16899999999999998,43.58945547388834,2.1,354.9,0,True,False
402,297.5,0.304,48.93568575705745,1.722,523.4879999999999,0,False,True
403,297.4,0.32299999999999995,42.94263459719779,1.678,541.9939999999999,1,False,False
404,297.3,0.598,44.78331478126712,1.273,761.2539999999999,0,False,True
405,297.3,0.45899999999999996,83.64886902101524,1.297,595.323,0,True,False
406,297.3,0.5760000000000001,42.65567228860992,1.35,777.6,0,False,True
